# Table of selected thermodynamics quantities
# The following notation is used in column titles:
#         x_e = electron ionization fraction
#      -kappa = optical depth
#      kappa' = Thomson scattering rate, prime denotes conformal time derivatives
#           g = kappa' e^-kappa = visibility function 
#          Tb = baryon temperature 
#         w_b = baryon equation of state parameter 
#       c_b^2 = baryon sound speed squared 
#       tau_d = baryon drag optical depth 
#    1:scale factor a         2:z                      3:conf. time [Mpc]       4:x_e                    5:kappa' [Mpc^-1]        6:exp(-kappa)            7:g [Mpc^-1]             8:Tb [K]                 9:dTb [K]               10:w_b                   11:c_b^2                 12:tau_d              
       1.425394517384e-01       6.015601560156e+00       5.681153355122e+03       1.080214872773e+00       2.069111989643e-05       9.622389710856e-01       1.990980191975e-05       6.950709397191e+00      -4.864694637015e-01       1.041023089027e-12       8.706384352914e-13       2.527687370680e-04 
       1.422353091794e-01       6.030603060306e+00       5.674846365451e+03       1.080124347153e+00       2.077796097029e-05       9.621131447059e-01       1.999074936970e-05       6.943231377554e+00      -5.105252100188e-01       1.039859548734e-12       8.606745850681e-13       2.541217215522e-04 
       1.419324617809e-01       6.045604560456e+00       5.668559415447e+03       1.080028749514e+00       2.086487839411e-05       9.619872090597e-01       2.007174613372e-05       6.935390877579e+00      -5.347950791619e-01       1.038639380523e-12       8.505439460004e-13       2.554789510052e-04 
       1.416309012876e-01       6.060606060606e+00       5.662292399763e+03       1.079927788434e+00       2.095186521331e-05       9.618611649857e-01       2.015278548270e-05       6.927184642911e+00      -5.592804918761e-01       1.037361972671e-12       8.402450287108e-13       2.568404226525e-04 
       1.413306195141e-01       6.075607560756e+00       5.656045213818e+03       1.079821155719e+00       2.103891404494e-05       9.617350133588e-01       2.023386028006e-05       6.918609444430e+00      -5.839828305810e-01       1.036026710743e-12       8.297763586835e-13       2.582061332714e-04 
       1.410316083443e-01       6.090609060906e+00       5.649817753796e+03       1.079708525418e+00       2.112601705104e-05       9.616087550917e-01       2.031496295650e-05       6.909662027509e+00      -6.089034620427e-01       1.034632969668e-12       8.191364610863e-13       2.595760791640e-04 
       1.407338597306e-01       6.105610561056e+00       5.643609916632e+03       1.079589552794e+00       2.121316591049e-05       9.614823911377e-01       2.039608548322e-05       6.900339113052e+00      -6.340437346346e-01       1.033180113548e-12       8.083238622930e-13       2.609502561285e-04 
       1.404373656933e-01       6.120612061206e+00       5.637421600009e+03       1.079463873225e+00       2.130035178899e-05       9.613559224929e-01       2.047721934353e-05       6.890637459577e+00      -6.594049456405e-01       1.031667504595e-12       7.973371112379e-13       2.623286594297e-04 
       1.401421183198e-01       6.135613561356e+00       5.631252702357e+03       1.079331101055e+00       2.138756530731e-05       9.612293501988e-01       2.055835550268e-05       6.880553662155e+00      -6.849884368605e-01       1.030094472649e-12       7.861747158647e-13       2.637112837650e-04 
       1.398481097638e-01       6.150615061506e+00       5.625103122832e+03       1.079190828364e+00       2.147479650756e-05       9.611026753450e-01       2.063948437590e-05       6.870084350741e+00      -7.107954950756e-01       1.028460344485e-12       7.748352086309e-13       2.650981232321e-04 
       1.395553322447e-01       6.165616561656e+00       5.618972761322e+03       1.079042623686e+00       2.156203481745e-05       9.609758990717e-01       2.072059579451e-05       6.859226177464e+00      -7.368273553265e-01       1.026764441498e-12       7.633171441291e-13       2.664891712927e-04 
       1.392637780470e-01       6.180618061806e+00       5.612861518433e+03       1.078886030639e+00       2.164926901230e-05       9.608490225735e-01       2.080167896990e-05       6.847975770712e+00      -7.630852202235e-01       1.025006072404e-12       7.516190860284e-13       2.678844207333e-04 
       1.389734395197e-01       6.195619561956e+00       5.606769295486e+03       1.078720566487e+00       2.173648717487e-05       9.607220471017e-01       2.088272245544e-05       6.836329736657e+00      -7.895702558660e-01       1.023184533019e-12       7.397396094859e-13       2.692838636251e-04 
       1.386843090750e-01       6.210621062106e+00       5.600695994509e+03       1.078545720619e+00       2.182367665261e-05       9.605949739684e-01       2.096371410601e-05       6.824284763641e+00      -8.162835373049e-01       1.021299121420e-12       7.276773371756e-13       2.706874912807e-04 
       1.383963791886e-01       6.225622562256e+00       5.594641518229e+03       1.078360952942e+00       2.191082401251e-05       9.604678045498e-01       2.104464103517e-05       6.811837269616e+00      -8.432262169731e-01       1.019349084700e-12       7.154308268660e-13       2.720952942082e-04 
       1.381096423984e-01       6.240624062406e+00       5.588605770070e+03       1.078165692185e+00       2.199791499309e-05       9.603405402898e-01       2.112548956972e-05       6.798983786047e+00      -8.703993331134e-01       1.017333675924e-12       7.029986985745e-13       2.735072620629e-04 
       1.378240913038e-01       6.255625562556e+00       5.582588654142e+03       1.077959334109e+00       2.208493445364e-05       9.602131827044e-01       2.120624520155e-05       6.785720873560e+00      -8.978038466383e-01       1.015252140975e-12       6.903796098725e-13       2.749233835955e-04 
       1.375397185656e-01       6.270627062706e+00       5.576590075242e+03       1.077741239619e+00       2.217186632033e-05       9.600857333857e-01       2.128689253668e-05       6.772045071406e+00      -9.254406611849e-01       1.013103710458e-12       6.775722422676e-13       2.763436465973e-04 
       1.372565169048e-01       6.285628562856e+00       5.570609938838e+03       1.077510732768e+00       2.225869352922e-05       9.599581940065e-01       2.136741524125e-05       6.757952899744e+00      -9.533106170773e-01       1.010887599472e-12       6.645753049690e-13       2.777680378430e-04 
       1.369744791025e-01       6.300630063006e+00       5.564648151068e+03       1.077267098663e+00       2.234539796585e-05       9.598305663249e-01       2.144779598432e-05       6.743441066547e+00      -9.814143848726e-01       1.008603037976e-12       6.513876059242e-13       2.791965430291e-04 
       1.366935979986e-01       6.315631563156e+00       5.558704618734e+03       1.077009581242e+00       2.243196040130e-05       9.597028521897e-01       2.152801637734e-05       6.728505744068e+00      -1.009752813525e+00       1.006249161966e-12       6.380078184441e-13       2.806291467088e-04 
       1.364138664920e-01       6.330633063306e+00       5.552779249297e+03       1.076737380944e+00       2.251836042452e-05       9.595750535452e-01       2.160805691011e-05       6.713143410507e+00      -1.038326512880e+00       1.003825138751e-12       6.244347603542e-13       2.820658322229e-04 
       1.361352775395e-01       6.345634563456e+00       5.546871950868e+03       1.076449652247e+00       2.260457637070e-05       9.594471724372e-01       2.168789688301e-05       6.697350582753e+00      -1.067135977895e+00       1.001330126323e-12       6.106673108162e-13       2.835065816272e-04 
       1.358578241552e-01       6.360636063606e+00       5.540982632204e+03       1.076145501082e+00       2.269058524557e-05       9.593192110189e-01       2.176751433533e-05       6.681123757607e+00      -1.096181610545e+00       9.987632638985e-13       5.967043954681e-13       2.849513756147e-04 
       1.355814994102e-01       6.375637563756e+00       5.535111202702e+03       1.075823982101e+00       2.277636264527e-05       9.591911715569e-01       2.184688596952e-05       6.664459415437e+00      -1.125463710736e+00       9.961236717838e-13       5.825449923328e-13       2.864001934341e-04 
       1.353062964316e-01       6.390639063906e+00       5.529257572395e+03       1.075484095816e+00       2.286188267178e-05       9.590630564382e-01       2.192598707113e-05       6.647354345597e+00      -1.154982309248e+00       9.934104993000e-13       5.681882441517e-13       2.878530128021e-04 
       1.350322084025e-01       6.405640564056e+00       5.523421651944e+03       1.075124785575e+00       2.294711784343e-05       9.589348681774e-01       2.200479142424e-05       6.629804481454e+00      -1.184737729625e+00       9.906227499513e-13       5.536330799452e-13       2.893098098121e-04 
       1.347592285610e-01       6.420642064206e+00       5.517603352632e+03       1.074744934399e+00       2.303203900054e-05       9.588066094232e-01       2.208327122221e-05       6.611806324563e+00      -1.214729882344e+00       9.877594935518e-13       5.388786898683e-13       2.907705588371e-04 
       1.344873501997e-01       6.435643564356e+00       5.511802586362e+03       1.074343361650e+00       2.311661520576e-05       9.586782829673e-01       2.216139697347e-05       6.593356398404e+00      -1.244958522652e+00       9.848197838021e-13       5.239243518446e-13       2.922352324264e-04 
       1.342165666653e-01       6.450645064506e+00       5.506019265645e+03       1.073918819536e+00       2.320081363890e-05       9.585498917521e-01       2.223913740213e-05       6.574451210265e+00      -1.275423259176e+00       9.818026518186e-13       5.087694257311e-13       2.937038011965e-04 
       1.339468713580e-01       6.465646564656e+00       5.500253303602e+03       1.073469989444e+00       2.328459948618e-05       9.584214388795e-01       2.231645934327e-05       6.555087258865e+00      -1.306123539469e+00       9.787071064841e-13       4.934133630518e-13       2.951762337161e-04 
       1.336782577307e-01       6.480648064806e+00       5.494504613954e+03       1.072995478099e+00       2.336793582337e-05       9.582929276200e-01       2.239332763262e-05       6.535261508693e+00      -1.337058406173e+00       9.755322044536e-13       4.778558720477e-13       2.966524963836e-04 
       1.334107192891e-01       6.495649564956e+00       5.488773111018e+03       1.072493813540e+00       2.345078349294e-05       9.581643614229e-01       2.246970499038e-05       6.514969643871e+00      -1.368227340401e+00       9.722767886746e-13       4.620963470472e-13       2.981325532985e-04 
       1.331442495905e-01       6.510651065107e+00       5.483058709701e+03       1.071963440907e+00       2.353310097458e-05       9.580357439260e-01       2.254555189907e-05       6.494208290778e+00      -1.399629159878e+00       9.689398194122e-13       4.461346138636e-13       2.996163661254e-04 
       1.328788422438e-01       6.525652565257e+00       5.477361325497e+03       1.071402718036e+00       2.361484424929e-05       9.579070789666e-01       2.262082647509e-05       6.472974060095e+00      -1.431262474383e+00       9.655202303724e-13       4.299706221834e-13       3.011038939486e-04 
       1.326144909084e-01       6.540654065407e+00       5.471680874482e+03       1.070809910864e+00       2.369596665643e-05       9.577783705933e-01       2.269548433382e-05       6.451263555334e+00      -1.463125666902e+00       9.620169291553e-13       4.136044585303e-13       3.025950931212e-04 
       1.323511892944e-01       6.555655565557e+00       5.466017273304e+03       1.070183188630e+00       2.377641874376e-05       9.576496230771e-01       2.276947844808e-05       6.429073431109e+00      -1.495216849435e+00       9.584288051252e-13       3.970363765197e-13       3.040899171043e-04 
       1.320889311616e-01       6.570657065707e+00       5.460370439183e+03       1.069520618875e+00       2.385614811024e-05       9.575208409250e-01       2.284275899975e-05       6.406400559198e+00      -1.527533764922e+00       9.547547533412e-13       3.802668638967e-13       3.055883162973e-04 
