#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_cdm             14:theta_cdm             15:delta_ncdm[0]         16:theta_ncdm[0]         17:shear_ncdm[0]         18:cs2_ncdm[0]        
       3.275323146381e+03       5.020233646724e-02      -5.632380843799e-03      -6.660273133008e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.794066621001e+03       1.660368386592e+00       1.408041395247e-03       1.408041396992e-03      -3.005607396569e+03       1.666491839048e+00      -1.725309878330e-01      -1.666375499238e+00       5.369815494275e-05       7.791873408134e-03 
       3.279555581262e+03       5.032338636034e-02      -5.632164992165e-03      -6.648590233915e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.801098166306e+03       1.662326611751e+00       1.407987642921e-03       1.407987644651e-03      -3.012664827838e+03       1.668435353535e+00      -1.729769841148e-01      -1.668337729861e+00       5.337068717186e-05       7.755688747872e-03 
       3.283788016143e+03       5.044458160044e-02      -5.631949477641e-03      -6.636903671087e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.808137999435e+03       1.664284725344e+00       1.407933973786e-03       1.407933975501e-03      -3.019730484781e+03       1.670378809477e+00      -1.733728382610e-01      -1.670285629589e+00       5.303096796643e-05       7.719709857568e-03 
       3.288020451023e+03       5.056592218877e-02      -5.631734301681e-03      -6.625211668165e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.815186119917e+03       1.666242727640e+00       1.407880388211e-03       1.407880389912e-03      -3.026804367152e+03       1.672322206885e+00      -1.737814207916e-01      -1.672218626528e+00       5.269722878623e-05       7.683935370743e-03 
       3.292252885904e+03       5.068740812660e-02      -5.631519465624e-03      -6.613519354381e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.822242527280e+03       1.668200618907e+00       1.407826886539e-03       1.407826888225e-03      -3.033886474701e+03       1.674265545775e+00      -1.742634877935e-01      -1.674138258166e+00       5.238645080030e-05       7.648363931128e-03 
       3.296928131775e+03       5.082177327204e-02      -5.631282548769e-03      -6.600617075136e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.830046830916e+03       1.670363222337e+00       1.407767885119e-03       1.407767886791e-03      -3.041719095901e+03       1.676412135047e+00      -1.749391345595e-01      -1.676247433916e+00       5.208517524114e-05       7.609305297411e-03 
       3.300517756251e+03       5.092505835229e-02      -5.631100927785e-03      -6.590731937983e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.836045787785e+03       1.672023564205e+00       1.407722653893e-03       1.407722655555e-03      -3.047739744093e+03       1.678060224410e+00      -1.755880480023e-01      -1.677862444315e+00       5.189088161163e-05       7.579482221205e-03 
       3.304107380728e+03       5.102844798691e-02      -5.630919551471e-03      -6.580876843465e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.842050704516e+03       1.673683826781e+00       1.407677483077e-03       1.407677484731e-03      -3.053766308231e+03       1.679708271721e+00      -1.763575049765e-01      -1.679477295811e+00       5.172999735244e-05       7.549802360833e-03 
       3.307697005204e+03       5.113194217667e-02      -5.630738418811e-03      -6.571062027838e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.848061580823e+03       1.675344010228e+00       1.407632372420e-03       1.407632374066e-03      -3.059798788165e+03       1.681356276992e+00      -1.772419389040e-01      -1.681095249706e+00       5.160025764925e-05       7.520264912543e-03 
       3.311286629681e+03       5.123554092238e-02      -5.630557528330e-03      -6.561296550522e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.854078416424e+03       1.677004114708e+00       1.407587321558e-03       1.407587323198e-03      -3.065837183743e+03       1.683004240234e+00      -1.782247988568e-01      -1.682719195661e+00       5.149649769310e-05       7.490869077691e-03 
       3.314876254158e+03       5.133924422480e-02      -5.630376878167e-03      -6.551587272696e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.860101211034e+03       1.678664140382e+00       1.407542330031e-03       1.407542331664e-03      -3.071881494815e+03       1.684652161460e+00      -1.792801661952e-01      -1.684351394894e+00       5.141119213592e-05       7.461614062652e-03 
       3.318801386745e+03       5.145275994098e-02      -5.630179615891e-03      -6.541039909713e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.866693752771e+03       1.680479232127e+00       1.407493200611e-03       1.407493202238e-03      -3.078497514420e+03       1.686454059335e+00      -1.804787419673e-01      -1.686147295924e+00       5.132833391914e-05       7.429784943320e-03 
       3.322726519332e+03       5.156640067427e-02      -5.629982635435e-03      -6.530566198926e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.873293418799e+03       1.682294230039e+00       1.407444140766e-03       1.407444142387e-03      -3.085120606615e+03       1.688255906993e+00      -1.816774227374e-01      -1.687955343803e+00       5.124385938620e-05       7.398122230712e-03 
       3.326651651920e+03       5.168016642573e-02      -5.629785933863e-03      -6.520162787460e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.879900208750e+03       1.684109134320e+00       1.407395149767e-03       1.407395151381e-03      -3.091750771201e+03       1.690057704444e+00      -1.828289945009e-01      -1.689774602901e+00       5.114547973607e-05       7.366624907652e-03 
       3.330576784507e+03       5.179405719639e-02      -5.629589508533e-03      -6.509822148004e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.886514122258e+03       1.685923945167e+00       1.407346226959e-03       1.407346228566e-03      -3.098388007983e+03       1.691859451695e+00      -1.838928009663e-01      -1.691602822163e+00       5.102301635571e-05       7.335291963977e-03 
       3.334501917094e+03       5.190807298731e-02      -5.629393357295e-03      -6.499533689031e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.893135158955e+03       1.687738662776e+00       1.407297371810e-03       1.407297373409e-03      -3.105032316763e+03       1.693661148751e+00      -1.848394287947e-01      -1.693436749217e+00       5.086951833238e-05       7.304122396486e-03 
       3.338427049682e+03       5.202221379955e-02      -5.629197478605e-03      -6.489285087063e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.899763318477e+03       1.689553287340e+00       1.407248583939e-03       1.407248585528e-03      -3.111683697344e+03       1.695462795616e+00      -1.856537109385e-01      -1.695272527478e+00       5.068189780985e-05       7.273115208872e-03 
       3.343017555210e+03       5.215586191924e-02      -5.628968739948e-03      -6.477332781252e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.907524093192e+03       1.691675402097e+00       1.407191610811e-03       1.407191612387e-03      -3.119471564955e+03       1.697569786859e+00      -1.864396228120e-01      -1.697416525333e+00       5.042068553939e-05       7.237056481634e-03 
       3.347608060739e+03       5.228968104223e-02      -5.628740372553e-03      -6.465399104982e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.915294609196e+03       1.693797390160e+00       1.407134729337e-03       1.407134730900e-03      -3.127269104563e+03       1.699676709467e+00      -1.870725357212e-01      -1.699551746995e+00       5.012227684949e-05       7.201216928323e-03 
       3.352198566267e+03       5.242367117023e-02      -5.628512377074e-03      -6.453470424717e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.923074865907e+03       1.695919251837e+00       1.407077939690e-03       1.407077941239e-03      -3.135076315854e+03       1.701783563448e+00      -1.876034048224e-01      -1.701673748575e+00       4.980037091361e-05       7.165594990577e-03 
       3.356789071795e+03       5.255783230498e-02      -5.628284754822e-03      -6.441539279756e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.930864862746e+03       1.698040987434e+00       1.407021242204e-03       1.407021243739e-03      -3.142893198511e+03       1.703890348814e+00      -1.880992774242e-01      -1.703780205775e+00       4.947208506768e-05       7.130189122530e-03 
       3.361379577324e+03       5.269216444820e-02      -5.628057507302e-03      -6.429606247416e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.938664599135e+03       1.700162597259e+00       1.406964637262e-03       1.406964638783e-03      -3.150719752221e+03       1.705997065581e+00      -1.886324975205e-01      -1.705871228943e+00       4.915516776104e-05       7.094997790702e-03 
       3.365970082852e+03       5.282666760166e-02      -5.627830635746e-03      -6.417679032644e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.946474074497e+03       1.702284081624e+00       1.406908125179e-03       1.406908126687e-03      -3.158555976668e+03       1.708103713767e+00      -1.892693302803e-01      -1.707949282234e+00       4.886523089310e-05       7.060019473893e-03 
       3.371353177934e+03       5.298461171175e-02      -5.627565072558e-03      -6.403718422199e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.955644327380e+03       1.704771698778e+00       1.406841974291e-03       1.406841975785e-03      -3.167757510516e+03       1.710574005220e+00      -1.902151372054e-01      -1.710375591504e+00       4.857454383954e-05       7.019271181342e-03 
       3.376736273015e+03       5.314279098805e-02      -5.627300026286e-03      -6.389812501340e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.964827970879e+03       1.707259144334e+00       1.406775951098e-03       1.406775952580e-03      -3.176972341923e+03       1.713044202430e+00      -1.914113413598e-01      -1.712799277772e+00       4.834377173369e-05       6.978811324815e-03 
       3.382119368097e+03       5.330120543340e-02      -5.627035493979e-03      -6.375989891616e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.974025004074e+03       1.709746418790e+00       1.406710054875e-03       1.406710056348e-03      -3.186200470383e+03       1.715514305434e+00      -1.928450059292e-01      -1.715229809097e+00       4.816793018458e-05       6.938637514630e-03 
       3.387060285734e+03       5.344681441060e-02      -5.626793139085e-03      -6.363395943509e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.982478360151e+03       1.712029233718e+00       1.406649682222e-03       1.406649683687e-03      -3.194682286316e+03       1.717781426694e+00      -1.943187235955e-01      -1.717473406439e+00       4.804158173363e-05       6.902013395749e-03 
       3.392001203372e+03       5.359262151385e-02      -5.626551208377e-03      -6.350902093111e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.990942995074e+03       1.714311905288e+00       1.406589414355e-03       1.406589415813e-03      -3.203175303713e+03       1.720048468640e+00      -1.958700809396e-01      -1.719732981271e+00       4.793111023024e-05       6.865626451687e-03 
       3.396942121010e+03       5.373862674540e-02      -5.626309696714e-03      -6.338510538662e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.999418908136e+03       1.716594433866e+00       1.406529249998e-03       1.406529251448e-03      -3.211679522180e+03       1.722315431292e+00      -1.974161205017e-01      -1.722009465547e+00       4.781742560086e-05       6.829474883821e-03 
       3.401883038648e+03       5.388483010754e-02      -5.626068599097e-03      -6.326214641028e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.007906098631e+03       1.718876819813e+00       1.406469187911e-03       1.406469189353e-03      -3.220194941327e+03       1.724582314662e+00      -1.988762311747e-01      -1.724300922860e+00       4.768271836732e-05       6.793556908959e-03 
       3.406823956286e+03       5.403123160253e-02      -5.625827911205e-03      -6.314000255969e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.016404565854e+03       1.721159063483e+00       1.406409227024e-03       1.406409228456e-03      -3.228721560763e+03       1.726849118762e+00      -2.001856414283e-01      -1.726602881227e+00       4.751339082088e-05       6.757870759160e-03 
       3.411764873924e+03       5.417783123270e-02      -5.625587629825e-03      -6.301848154422e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.024914309105e+03       1.723441165226e+00       1.406349366540e-03       1.406349367963e-03      -3.237259380094e+03       1.729115843599e+00      -2.013064136502e-01      -1.728909135434e+00       4.730225274439e-05       6.722414681598e-03 
       3.416705791561e+03       5.432462900035e-02      -5.625347753087e-03      -6.289737397580e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.033435327682e+03       1.725723125386e+00       1.406289606003e-03       1.406289607414e-03      -3.245808398930e+03       1.731382489180e+00      -2.022336228628e-01      -1.731212846341e+00       4.704953132065e-05       6.687186938444e-03 
       3.421794220041e+03       5.447601650913e-02      -5.625101137220e-03      -6.277288244760e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.042222525381e+03       1.728073065728e+00       1.406228165651e-03       1.406228167049e-03      -3.254624353907e+03       1.733716722515e+00      -2.030163011659e-01      -1.733576048300e+00       4.675356376741e-05       6.651144315617e-03 
       3.426882648521e+03       5.462761416779e-02      -5.624854950566e-03      -6.264847374204e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.051021680203e+03       1.730422856649e+00       1.406166831332e-03       1.406166832716e-03      -3.263452186250e+03       1.736050871809e+00      -2.036854705286e-01      -1.735924744354e+00       4.643543923656e-05       6.615340171510e-03 
       3.431971077001e+03       5.477942197890e-02      -5.624609194516e-03      -6.252407258600e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.059832791388e+03       1.732772498525e+00       1.406105603402e-03       1.406105604773e-03      -3.272291895530e+03       1.738384937076e+00      -2.043227474588e-01      -1.738256401687e+00       4.611291356541e-05       6.579772656817e-03 
       3.437059505481e+03       5.493143994507e-02      -5.624363870648e-03      -6.239969474464e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.068655858179e+03       1.735121991734e+00       1.406044482264e-03       1.406044483622e-03      -3.281143481320e+03       1.740718918333e+00      -2.050151647955e-01      -1.740571486498e+00       4.580411521442e-05       6.544439938442e-03 
       3.442147933961e+03       5.508366806888e-02      -5.624118980126e-03      -6.227543836168e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.077490879821e+03       1.737471336657e+00       1.405983468218e-03       1.405983469564e-03      -3.290006943193e+03       1.743052815602e+00      -2.058399413499e-01      -1.742873312005e+00       4.552440647641e-05       6.509340199367e-03 
       3.447236362441e+03       5.523610635298e-02      -5.623874523188e-03      -6.215146663990e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.086337855559e+03       1.739820533672e+00       1.405922561333e-03       1.405922562668e-03      -3.298882280721e+03       1.745386628907e+00      -2.068513077530e-01      -1.745167398626e+00       4.528386186244e-05       6.474471638459e-03 
       3.452324790921e+03       5.538875479999e-02      -5.623630498815e-03      -6.202797631083e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.095196784643e+03       1.742169583159e+00       1.405861761363e-03       1.405861762689e-03      -3.307769493478e+03       1.747720358275e+00      -2.080716271939e-01      -1.747460471651e+00       4.508579962504e-05       6.439832470365e-03 
       3.457413219401e+03       5.554161341257e-02      -5.623386904622e-03      -6.190516277371e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.104067666322e+03       1.744518485495e+00       1.405801067721e-03       1.405801069039e-03      -3.316668581035e+03       1.750054003732e+00      -2.094881579881e-01      -1.749759301073e+00       4.492642771503e-05       6.405420925313e-03 
       3.463418931533e+03       5.572229803987e-02      -5.623099946573e-03      -6.176129341284e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.114553066829e+03       1.747290632236e+00       1.405729568501e-03       1.405729569810e-03      -3.327187172398e+03       1.752808224151e+00      -2.113502448857e-01      -1.752487443497e+00       4.477431241398e-05       6.365096540338e-03 
       3.468401267236e+03       5.587241610649e-02      -5.622862331890e-03      -6.164293964162e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.123264384296e+03       1.749590249003e+00       1.405670362911e-03       1.405670364213e-03      -3.335925943452e+03       1.755093035334e+00      -2.129719253101e-01      -1.754766945635e+00       4.466132928923e-05       6.331880193754e-03 
       3.473383602938e+03       5.602273567436e-02      -5.622625116285e-03      -6.152550513505e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.131987158877e+03       1.751889725796e+00       1.405611255952e-03       1.405611257247e-03      -3.344676098002e+03       1.757377766126e+00      -2.145811854989e-01      -1.757061823410e+00       4.454430263247e-05       6.298876813319e-03 
       3.478365938641e+03       5.617325674604e-02      -5.622388295264e-03      -6.140892505613e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.140721389875e+03       1.754189062948e+00       1.405552246509e-03       1.405552247796e-03      -3.353437635647e+03       1.759662416542e+00      -2.161046283968e-01      -1.759370065962e+00       4.440953683923e-05       6.266084796958e-03 
       3.483348274344e+03       5.632397932410e-02      -5.622151864964e-03      -6.129307550395e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.149467076594e+03       1.756488260784e+00       1.405493333625e-03       1.405493334904e-03      -3.362210555988e+03       1.761946986587e+00      -2.174842432790e-01      -1.761687606229e+00       4.424673825648e-05       6.233502556262e-03 
       3.488330610046e+03       5.647490341112e-02      -5.621915822478e-03      -6.117779527415e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.158224218343e+03       1.758787319624e+00       1.405434516580e-03       1.405434517850e-03      -3.370994858622e+03       1.764231476268e+00      -2.186861930169e-01      -1.764008996624e+00       4.405049393637e-05       6.201128516339e-03 
       3.493312945749e+03       5.662602900972e-02      -5.621680166030e-03      -6.106290828534e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.166992814429e+03       1.761086239787e+00       1.405375794939e-03       1.405375796199e-03      -3.379790543151e+03       1.766515885589e+00      -2.197056605114e-01      -1.766328265785e+00       4.382094142213e-05       6.168961115682e-03 
       3.498789439227e+03       5.679237602532e-02      -5.621421581331e-03      -6.093689086661e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.176644310930e+03       1.763613011720e+00       1.405311359058e-03       1.405311360306e-03      -3.389471731547e+03       1.769026774376e+00      -2.206454820882e-01      -1.768868570916e+00       4.353679437043e-05       6.133839842596e-03 
       3.504265932705e+03       5.695896651406e-02      -5.621163462694e-03      -6.081099424016e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.186309644823e+03       1.766139616903e+00       1.405247038375e-03       1.405247039610e-03      -3.399166670544e+03       1.771537566087e+00      -2.214612716010e-01      -1.771394058714e+00       4.323211936568e-05       6.098964323196e-03 
       3.509742426183e+03       5.712580047946e-02      -5.620905811418e-03      -6.068514002422e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.195988815197e+03       1.768666055755e+00       1.405182833224e-03       1.405182834447e-03      -3.408875359609e+03       1.774048260731e+00      -2.222431848508e-01      -1.773901956173e+00       4.292360613709e-05       6.064332538704e-03 
       3.515218919661e+03       5.729287792507e-02      -5.620648629017e-03      -6.055934420601e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.205681821143e+03       1.771192328698e+00       1.405118743994e-03       1.405118745205e-03      -3.418597798210e+03       1.776558858327e+00      -2.230878560090e-01      -1.776392803736e+00       4.262834176572e-05       6.029942489125e-03 
       3.520695413138e+03       5.746019885445e-02      -5.620391916532e-03      -6.043371159059e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.215388661752e+03       1.773718436154e+00       1.405054770955e-03       1.405054772154e-03      -3.428333985817e+03       1.779069358895e+00      -2.240801890714e-01      -1.778870270163e+00       4.236062637985e-05       5.995792193078e-03 
       3.526171906616e+03       5.762776327121e-02      -5.620135673957e-03      -6.030841270821e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.225109336119e+03       1.776244378545e+00       1.404990914114e-03       1.404990915304e-03      -3.438083921898e+03       1.781579762459e+00      -2.252778328378e-01      -1.781340388810e+00       4.212946014658e-05       5.961879687604e-03 
       3.531648400094e+03       5.779557117895e-02      -5.619879899876e-03      -6.018364917537e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.234843843342e+03       1.778770156294e+00       1.404927173129e-03       1.404927174310e-03      -3.447847605922e+03       1.784090069045e+00      -2.267011867592e-01      -1.783810394885e+00       4.193713333648e-05       5.928203027953e-03 
       3.537124893572e+03       5.796362258133e-02      -5.619624591380e-03      -6.005961727951e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.244592182521e+03       1.781295769817e+00       1.404863547282e-03       1.404863548455e-03      -3.457625037357e+03       1.786600278677e+00      -2.283304710858e-01      -1.786287388119e+00       4.177909762945e-05       5.894760287439e-03 
       3.543833542006e+03       5.816981566710e-02      -5.619312469374e-03      -5.990889273555e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.256552646998e+03       1.784389397322e+00       1.404785761643e-03       1.404785762807e-03      -3.469621024875e+03       1.789675127680e+00      -2.305247061706e-01      -1.789339203630e+00       4.161711637891e-05       5.854109261532e-03 
       3.549108081411e+03       5.833218739978e-02      -5.619067549687e-03      -5.979142092549e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.265970893619e+03       1.786821527369e+00       1.404724722937e-03       1.404724724094e-03      -3.479067112509e+03       1.792092563520e+00      -2.323094961572e-01      -1.791755823080e+00       4.149799914988e-05       5.822390419587e-03 
       3.554382620815e+03       5.849478501066e-02      -5.618823047186e-03      -5.967484706382e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.275401968207e+03       1.789253506277e+00       1.404663787389e-03       1.404663788540e-03      -3.488525950767e+03       1.794509909478e+00      -2.340577617480e-01      -1.794187456492e+00       4.137154703537e-05       5.790882974433e-03 
       3.559657160219e+03       5.865760850308e-02      -5.618578957293e-03      -5.955911630551e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.284845869966e+03       1.791685334393e+00       1.404602953877e-03       1.404602955021e-03      -3.497997539174e+03       1.796927165560e+00      -2.356958668085e-01      -1.796631325339e+00       4.122626792319e-05       5.759585270221e-03 
       3.564931699623e+03       5.882065788042e-02      -5.618335282775e-03      -5.944254288792e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.294302598100e+03       1.794117012059e+00       1.404542221467e-03       1.404542222602e-03      -3.507481877256e+03       1.799344331772e+00      -2.371700758102e-01      -1.799082754105e+00       4.105428457744e-05       5.728495665806e-03 
       3.570206239027e+03       5.898393314605e-02      -5.618092017858e-03      -5.932805913211e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.303772151817e+03       1.796548539611e+00       1.404481589492e-03       1.404481590619e-03      -3.516978964540e+03       1.801761408112e+00      -2.384547725084e-01      -1.801535949468e+00       4.085244225439e-05       5.697612534648e-03 
       3.575480778432e+03       5.914743430339e-02      -5.617849157451e-03      -5.921385382024e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.313254530327e+03       1.798979917384e+00       1.404421057579e-03       1.404421058696e-03      -3.526488800550e+03       1.804178394584e+00      -2.395560604012e-01      -1.803984918114e+00       4.062263474800e-05       5.666934264620e-03 
       3.581740871637e+03       5.934177899344e-02      -5.617561442783e-03      -5.907856737153e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.324525344327e+03       1.801865406996e+00       1.404349344939e-03       1.404349346044e-03      -3.537792104237e+03       1.807046881154e+00      -2.406761791999e-01      -1.806878964345e+00       4.032259806900e-05       5.630787377643e-03 
       3.588000964843e+03       5.953644188869e-02      -5.617274298218e-03      -5.894340771029e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.335814221103e+03       1.804750686651e+00       1.404277773329e-03       1.404277774422e-03      -3.549113364521e+03       1.809915241141e+00      -2.416918142913e-01      -1.809753971658e+00       4.000887844339e-05       5.594924165828e-03 
       3.593130066624e+03       5.969617281737e-02      -5.617039457282e-03      -5.883272602425e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.345077033511e+03       1.807114535777e+00       1.404219237761e-03       1.404219238844e-03      -3.558402631038e+03       1.812265289180e+00      -2.425361461299e-01      -1.812094068117e+00       3.975550329695e-05       5.565749842523e-03 
       3.598259168405e+03       5.985611736650e-02      -5.616805001049e-03      -5.872214181579e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.354351969981e+03       1.809478244639e+00       1.404160797380e-03       1.404160798454e-03      -3.567703950972e+03       1.814615252262e+00      -2.434647794500e-01      -1.814421787889e+00       3.951616060083e-05       5.536762768508e-03 
       3.603388270186e+03       6.001627553931e-02      -5.616570929860e-03      -5.861174612320e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.363639029796e+03       1.811841813545e+00       1.404102452278e-03       1.404102453343e-03      -3.577017323887e+03       1.816965130398e+00      -2.445328468368e-01      -1.816740488271e+00       3.929849322919e-05       5.507961530008e-03 
       3.608517371967e+03       6.017664733906e-02      -5.616337243317e-03      -5.850166040489e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.372938212238e+03       1.814205242803e+00       1.404044202363e-03       1.404044203420e-03      -3.586342749349e+03       1.819314923602e+00      -2.457750456138e-01      -1.819054719799e+00       3.910688974922e-05       5.479344725389e-03 
       3.613646473748e+03       6.033723276905e-02      -5.616103940114e-03      -5.839202099622e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.382249516591e+03       1.816568532719e+00       1.403986047314e-03       1.403986048364e-03      -3.595680226921e+03       1.821664631890e+00      -2.472010298724e-01      -1.821369569902e+00       3.894197824588e-05       5.450910965026e-03 
       3.618775575529e+03       6.049803183258e-02      -5.615871018015e-03      -5.828295734922e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.391572942141e+03       1.818931683596e+00       1.403927986581e-03       1.403927987623e-03      -3.605029756168e+03       1.824014255275e+00      -2.487943633156e-01      -1.823689945515e+00       3.880065706190e-05       5.422658871195e-03 
       3.626627844976e+03       6.074461700288e-02      -5.615515163092e-03      -5.811732095573e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.405869887247e+03       1.822549221355e+00       1.403839280941e-03       1.403839281975e-03      -3.619366530014e+03       1.827611187681e+00      -2.514651109492e-01      -1.827261415230e+00       3.861561322639e-05       5.379755874906e-03 
       3.632395064329e+03       6.092604418499e-02      -5.615254356644e-03      -5.799679758667e-08       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.416388589695e+03       1.825205970769e+00       1.403774267478e-03       1.403774268505e-03      -3.629914382490e+03       1.830252882971e+00      -2.534934926508e-01      -1.829903503895e+00       3.848749631984e-05       5.348511458936e-03 
